Function	Function2	Gene Name	kon_ESC_C57	koff_ESC_C57	freq_ESC_C57	Mean Expression_ESC_C57	Entropy_ESC_C57	kon_ESC_CAST	koff_ESC_CAST	freq_ESC_CAST	Mean Expression_ESC_CAST	Entropy_ESC_CAST	kon_MAF_C57	koff_MAF_C57	freq_MAF_C57	Mean Expression_MAF_C57	Entropy_MAF_C57	kon_MAF_CAST	koff_MAF_CAST	freq_MAF_CAST	Mean Expression_MAF_CAST	Entropy_MAF_CAST
mRNA Processing	mRNA Processing	Zcrb1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Zfp36l1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Zfp64	1.27459289	345.3116505	1.27459289	2.36	0.557126202	0.33222705	0.34272475	0.33222705	1.61	0.59035461	0.20231754	0.38819794	0.20231754	1.01	0.712407078	0.45727157	3.80018026	0.45727157	0.91	0.732342751
mRNA Processing	mRNA Processing	Zfp326	0.33494107	1.2125815	5.55112E-17	0.8	0.798632219	0.33402792	3.25405014	0.33402792	0.71	0.841755319	0.21460155	1.29293792	0.21460155	1.18	0.816922563	0.26399354	13.99343944	0.26399354	1.23	0.837303812
mRNA Processing	mRNA Processing	Zfp473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Zfp830	0.57932746	3.00359565	0.02896637	0.82	0.72040371	0.32350938	1.98778722	0.32350938	0.73	0.77724049	0.10481201	0.46414552	0.0052406	0.45	0.845283189	0.23473481	5.30067047	0.23473481	0.42	0.854619565
mRNA Processing	mRNA Processing	Zmat2	0.07055595	0.23357293	0.07055595	5.45	0.936589043	NA	NA	NA	NA	NA	0.02836978	0.12379358	0.02836978	2.57	0.943080357	0.07258236	0.27378397	0.07258236	2.13	0.930817789
mRNA Processing	mRNA Processing	Zmat5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Zpr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Zranb2	0.59419894	1.71873535	0.59419894	6.68	0.621957447	0.43656205	0.90171505	0.43656205	5.53	0.636719943	0.72483539	18.65849844	0.61611008	2.49	0.680532561	0.67178227	16.61781015	0.57101493	2.65	0.682887829
mRNA Processing	mRNA Processing	Zrsr1	0.24571372	9.35874862	0.25799941	0.36	0.915400203	0.239825985	91.1433926	0.23982598	0.85	0.897742076	0.06563308	0.99353697	0.00328165	0.17	0.940070346	0.02440352	2.70924874	0.02806404	0.12	0.978843168
mRNA Processing	mRNA Processing	Zrsr2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	1700037H04Rik	0.56410314	1.79150803	0.56410314	1.02	0.677455862	0.70582789	2.18931242	0.70582789	1.8	0.599461676	0.74413439	89.25182629	0.74413439	1.74	0.656345749	0.7950728	31.0925585	0.7950728	2.08	0.633259428
TGFb	Signaling	Acvr1	0.04956875	9.04049131	0.04956875	0.17	0.963525836	NA	NA	NA	NA	NA	0.26896776	1.78429857	0.26896776	1	0.819352159	0.35208315	1.71986631	0.35208315	1.05	0.789981255
TGFb	Signaling	Acvr1c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Acvrl1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Adam9	0.46559442	3.15757286	0.46559442	0.64	0.765223771	NA	NA	NA	NA	NA	1.45182316	45.17913121	1.45182316	6.52	0.472753734	1.35566491	334.330623	1.35566491	6.08	0.477685335
TGFb	Signaling	Adam17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Adamtsl2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Amhr2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Appl1	0.44265168	0.31310358	0.44265168	1.74	0.556280027	0.27650683	0.55062162	0.27650683	1.12	0.701489362	0.79270933	17.36899458	0.83234479	1.3	0.677678571	1.00966128	15.42788982	1.00966128	1.18	0.659943345
TGFb	Signaling	Appl2	0.4168929	16.07170505	0.16675716	0.87	0.765139116	0.2573397	0.64012506	0.2573397	0.81	0.745862884	0.29312582	2.83998669	0.29312582	0.71	0.808531746	0.32946173	2.37198007	0.32946173	0.94	0.772876573
TGFb	Signaling	Arrb2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Aspn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Axin1	0.53029737	176.1810069	0.53029737	0.65	0.779530448	NA	NA	NA	NA	NA	0.44356805	73.60660071	0.44356805	0.62	0.802083333	0.17636609	0.37970912	0.0088183	0.62	0.778204596
TGFb	Signaling	Bambi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Bcl9l	0.02825248	5.7132293	0.0296651	0.1	0.975177305	0.02048838	0.8288742	06.9388939e	0.06	0.976595745	0.29389921	1.20527803	1.11022E-16	0.56	0.840119702	0.2346865	1.0509174	0.01173433	0.4	0.869711538
TGFb	Signaling	Bmp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Bmp8a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Bmp8b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Bmpr1b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Cav1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Cav2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Cav3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Ccl2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Cd109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Cdh5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Cdkn1c	0.10737026	7.76072401	0.11273878	0.78	0.906478247	0.02175048	0.41306698	0.00108752	0.16	0.955927052	0.00804816	0.81942445	0.00040241	0.02	0.990178571	0.01660582	1.88484158	0.01660582	0.08	0.980829832
TGFb	Signaling	Cdkn2b	0.151830186	652.829661	0.15183019	0.51	0.882978723	0.24967486	35.2976328	0.24967486	0.61	0.843465046	0.6134027	30.09228496	0.64407283	6.43	0.628914544	0.86311702	10.7728246	0.86311702	10.45	0.539949335
TGFb	Signaling	Chst11	0.021010887	9.18240678	0.00105054	0.09	0.97606383	NA	NA	NA	NA	NA	0.478653726	197.781369	0.47865373	2.2	0.75084631	0.68239016	306.7475453	0.68239016	1.04	0.74463837
TGFb	Signaling	Cidea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Cited1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Cited2	0.89939808	123.3927232	0.89939808	0.94	0.756257822	1.01110687	174.6269951	1.11221756	1.07	0.73570047	0.70485932	29.51368362	0.66961635	5.48	0.649079431	0.91998107	106.6010153	0.91998107	7.27	0.597620353
TGFb	Signaling	Cldn5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Col1a2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Col3a1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Creb1	0.08194888	0.25172653	0.08194888	1.03	0.83721947	0.14158767	0.77133329	0.14158767	0.55	0.872067649	0.2844392	6.71857188	0.2844392	1.1	0.860008818	0.1720963	0.51947371	2.77556E-17	0.59	0.860170361
TGFb	Signaling	Crebbp	0.47323718	2.20896495	0.47323718	1.97	0.682389131	0.37935157	3.04033981	0.37935157	1.43	0.737207667	0.42118014	121.8153275	0.40012113	1.11	0.809679282	0.24597639	1.79637366	0.24597639	1.02	0.824511642
TGFb	Signaling	Dab2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Dand5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Dcp1a	NA	NA	NA	NA	NA	0.29005965	0.48359654	1.11022302	1.07	0.685948582	0.32049809	3.17960883	0.32049809	0.47	0.836180124	0.06356682	0.05323269	0.00317834	0.57	0.764366883
TGFb	Signaling	Dnm2	0.64925491	0.83099095	0.64925491	3.58	0.502069456	1.01358858	9.7796487	1.01358858	2.31	0.579385789	1.39693728	122.5264309	1.39693728	3.88	0.510258918	0.56852129	1.58165564	0.56852129	3.47	0.572737472
TGFb	Signaling	Dusp15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Dusp22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Eid2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Emilin1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Eng	0.21983107	0.32384793	0.01099155	0.87	0.701329787	0.45200364	2.68307259	0.45200364	0.95	0.72768403	0.08117334	0.94302525	0.08117334	1.02	0.882440476	0.1509783	5.8014211	0.14342939	2.31	0.820866142
TGFb	Signaling	Ep300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Fam89b	0.11465515	0.92336098	0.11465515	0.49	0.862627197	0.07328212	0.48636576	0.00366411	0.13	0.920212766	0.95717324	214.6420384	0.95717324	2.49	0.596907064	0.53133343	1.62708112	0.53133343	1.95	0.626781522
TGFb	Signaling	Fbn1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Fbn2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Fermt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Fermt2	0.07435269	0.16791929	0.07435269	3.65	0.850945626	0.29379749	0.97223855	0.29379749	6.33	0.796303873	0.7436185	14.6414906	0.66925665	11.93	0.583298816	0.78905428	15.16214241	0.71014885	15.07	0.558038746
TGFb	Signaling	Flcn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Folr1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Fos	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Foxh1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Furin	0.1193982	0.64564285	5.55112E-17	0.18	0.885218365	0.01685069	0.10433723	3.46944695	0.14	0.934397163	0.24793751	1.09419953	0.24793751	1.44	0.784773536	NA	NA	NA	NA	NA
TGFb	Signaling	Fut8	0.50313549	74.83741982	0.50313549	0.55	0.813947991	0.36748914	5.83767795	0.36748914	0.39	0.848404255	0.380040408	245.402773	0.39904243	0.71	0.807173645	NA	NA	NA	NA	NA
TGFb	Signaling	Gcnt2	0.78879466	37.702079	0.70991519	1.24	0.693920973	0.60127317	3.61607692	0.60127317	1.04	0.717601547	0.4516399	46.39498977	0.4516399	0.64	0.796308635	0.17438278	2.84859732	0.17438278	0.43	0.871626984
TGFb	Signaling	Gdf2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Gdnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Gipc1	0.84239311	189.4514727	0.84239311	1.58	0.660023974	1.7117681	24.32206449	1.7973565	1.97	0.547962495	0.86693485	3.68152287	0.86693485	3.58	0.55252859	1.09715896	227.8156423	1.09715896	3.82	0.570667989
TGFb	Signaling	Glg1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Got1	2.00910217	4.0174231	2.00910217	8.15	0.35172959	0.97819925	1.4490793	0.97819925	6.21	0.427171379	0.95174827	61.96699004	0.95174827	3.75	0.566550017	0.741954	3.23319538	0.741954	3.25	0.565812212
TGFb	Signaling	Hipk2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Hpgd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Hsp90ab1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Hspa5	3.05448814	520.762665	3.05448814	22.43	0.328240029	3.32904771	219.4177252	3.32904771	25.23	0.302058562	1.23437981	14.36900595	1.17266082	35.06	0.445735502	1.19699953	31.46610974	1.19699953	33.7	0.467647206
TGFb	Signaling	Htra1	0.36859384	3.34314263	0.36859384	2.48	0.69548453	NA	NA	NA	NA	NA	0.448917906	444.215674	0.44891791	3.92	0.713093844	0.26032425	3.53422669	0.24730803	3.53	0.750134926
TGFb	Signaling	Htra3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Il17f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Il17rd	0.40228266	2.77229169	0.40228266	0.76	0.7640801	0.42786653	344.153736	0.44925986	0.62	0.79787234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Ing2	0.13018924	0.16895337	0.13018924	2.32	0.749516441	0.32031541	0.73797373	0.32031541	2.32	0.757226706	0.24010982	74.69666747	0.24010982	0.74	0.888233418	0.16409638	2.25004439	0.16409638	0.63	0.899107143
TGFb	Signaling	Itga3	0.11441407	0.74609784	4.16334E-17	0.33	0.871373308	0.00549682	0.03173944	1.73472348	0.23	0.915400203	0.22797342	4.59398614	0.22797342	0.99	0.810779817	0.264455708	100.369889	0.26445571	1.84	0.808324449
TGFb	Signaling	Itga8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Itgb1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Itgb5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Itgb6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Itgb8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Jun	0.05034653	0.81795447	6.93889E-18	0.17	0.939716312	0.097520737	40.1111563	0.09752074	0.47	0.924611973	0.38187848	9.39527722	0.38187848	5.6	0.736170716	0.46290929	8.38528484	0.43976382	5.76	0.702348793
TGFb	Signaling	Lats1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Lats2	0.10345123	26.01486598	0.10345123	0.23	0.928433269	0.14978572	2.10628243	0.14978572	0.28	0.888707038	1.05781589	18.31270471	1.00492509	3.7	0.539515182	1.07630414	161.4493351	1.13011935	3.64	0.543173457
TGFb	Signaling	Ldlrad4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Lemd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Lox	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Lpxn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Lrg1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Lrp1	0.29402649	10.62385271	0.29402649	0.69	0.838905775	0.27645159	1.66794077	0.27645159	0.85	0.797563984	1.19293827	78.08620788	1.19293827	12.09	0.485054348	1.36563826	20.79772631	1.36563826	12.26	0.448053015
TGFb	Signaling	Lrrc32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Ltbp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Ltbp3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Ltbp4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Map3k1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Map3k7	1.16604481	170.1850979	1.16604481	1.82	0.595933526	0.73501725	5.20616671	0.77176812	1.81	0.620440729	0.85711284	125.7443862	0.85711284	1.82	0.639116184	0.92691498	71.38866927	0.92691498	1.79	0.624227113
TGFb	Signaling	Men1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Mir143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Mir145a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Mir145b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Mstn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Mtmr4	0.06780505	0.16363962	0.06780505	2.51	0.919030733	0.12236484	0.7836477	0.12236484	2.36	0.937281677	0.08013034	0.26734028	0.08013034	2.21	0.947997104	0.09558018	1.08766955	0.09558018	1.38	0.965480382
TGFb	Signaling	Myocd	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Nepn	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Nkx2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Nlk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Nodal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Npnt	0.0344732	10.70272997	0.0344732	0.09	0.973404255	NA	NA	NA	NA	NA	0.08949406	2.2644592	0.08949406	0.79	0.901170873	0.18826494	12.15210442	0.18826494	1.07	0.847029077
TGFb	Signaling	Nrep	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Nrros	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Onecut1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Onecut2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Pals1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Parp1	2.96423939	3.63697876	2.96423939	13.08	0.277296886	2.75274701	3.01005822	2.75274701	12.41	0.27780008	0.90266161	43.11988102	0.90266161	2.06	0.609197219	0.81679455	9.26827347	0.81679455	1.94	0.622762605
TGFb	Signaling	Pbld1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Pbld2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Peg10	0.38810724	67.06381294	0.38810724	1.73	0.768329042	0.458904114	120.491272	0.48184932	2.61	0.731637373	0.29302172	309.441874	0.33697498	0.37	0.854395604	0.141377199	52.3880843	0.14844606	0.69	0.899432915
TGFb	Signaling	Pin1	0.09227923	0.06317584	0.09227923	10.51	0.926756467	0.03731284	0.22761954	0.03731284	2.4	0.978723404	0.03606244	0.06025633	0.00180312	7.95	0.957134956	0.12168618	0.42401087	0.00608431	5.88	0.957742819
TGFb	Signaling	Pin1rt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Pmepa1	0.60217673	54.36081212	0.63228557	1.16	0.734463872	0.62038722	118.7456338	0.62038722	0.82	0.754120467	1.21192761	373.775199	1.21192761	9.2	0.490028371	1.24939743	391.586718	1.24939743	8.72	0.49636585
TGFb	Signaling	Pml	1.14050476	2.00896212	1.14050476	2.54	0.496635752	0.77532973	1.16708665	0.77532973	2.28	0.534549139	0.72825811	202.9454422	0.72825811	0.95	0.713935574	0.47919154	3.84902346	0.55107027	1.22	0.743459302
TGFb	Signaling	Ppara	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Pparg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Ppm1a	0.75521792	10.6559407	0.75521792	1.29	0.703934163	0.80673141	77.77299364	0.88740455	1.33	0.702615655	0.989861438	577.73193	0.98986144	1.81	0.632830405	0.54053276	3.41816613	0.54053276	1.48	0.69138262
TGFb	Signaling	Prdm16	0.04071108	5.17788233	0.04071108	0.08	0.97112462	0.05913388	0.99184436	0.00295669	0.06	0.963829787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Ptk2	0.43765043	0.84881791	0.43765043	0.92	0.713605823	0.33658874	3.22991132	0.33658874	1.03	0.788110138	1.10527084	135.5166552	1.10527084	1.53	0.641265773	0.67120767	20.32420577	0.67120767	1.22	0.710103755
TGFb	Signaling	Ptprk	0.43061967	2.77209086	0.43061967	0.67	0.781534954	0.76283326	5.90000902	0.76283326	1.07	0.703073286	0.41486432	102.7278679	0.41486432	0.86	0.799798044	0.44531198	79.29317507	0.44531198	0.88	0.786575815
TGFb	Signaling	Pxn	0.54591185	131.8752958	0.54591185	0.66	0.776595745	0.87603435	133.5666514	0.87603435	0.94	0.700101317	0.73777252	138.8790947	0.73777252	1.2	0.696806319	0.79418573	212.1267819	0.79418573	1.51	0.668475275
TGFb	Signaling	Rasl11b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026475987	78.7020223	0.02647599	0.09	0.979662698	NA	NA	NA	NA	NA
TGFb	Signaling	Rnf111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Sdcbp	0.62661275	4.57711396	0.62661275	1.06	0.731256332	0.43095178	3.5086304	0.43095178	1.57	0.743479753	1.23619285	7.9180463	1.23619285	9.55	0.46353729	1.45548435	3.92891667	1.45548435	8.44	0.425291343
TGFb	Signaling	Sirt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Ski	0.44923851	1.45705789	0.44923851	3.57	0.722657708	0.03564508	0.03687789	0.00178225	2.68	0.742099962	0.523671	2.13341736	0.523671	6.74	0.644894315	0.59608185	4.1245701	0.59608185	6.52	0.639706329
TGFb	Signaling	Skil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Skor2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Slc2a10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGFb	Signaling	Smad1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
