Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Arfrp1	0.37345729	6.95120445	1.86328125			0	
Ythdf3	0.15337508	3.95486665	1.863157895			0	
Pdcd2l	0.63019858	1.18571801	1.858695652			0	
Anp32e	0.293115	0.40433456	1.857142857			0	
Gtpbp2	0.16133179	0.50297664	1.857142857			0	
Mrpl43	1.0064365	55.90686059	1.857142857			0	
Zfp428	0.81953974	1.99978672	1.857142857			0	
Rnf19b	0.70667839	68.51961067	1.856770833			0	
Esrra	0.28348008	1.18793212	1.855263158			0	
Oxsr1	0.1536367	0.2197088	1.855263158			0	
Smarcad1	0.47840888	0.59573589	1.855263158			0	
Lrr1	0.32623357	2.72444741	1.855072464			0	
Mrpl35	0.41067595	2.17769635	1.855072464			0	
Ppp2r3c	0.47697502	95.32336578	1.852941176			0	
Cab39l	0.85989978	1.5135261	1.851851852			0	
Lhfpl2	0.79214984	10.04000804	1.851851852			0	
Rnmtl1	0.09583624	0.24572889	1.851851852			0	
Atxn7l3b	1.42858595	4.78864589	1.85			0	
Ccdc130	0.17761059	8.82757666	1.85			0	
Nln	0.32563843	0.8651989	1.85			0	
Ephb4	0.11399965	0.36184695	1.848739496			0	
Gpatch4	0.80072689	1.4410679	1.848739496			0	
Baiap2	0.1107553	0.68453442	1.846153846			0	
Cndp2	1.02092569	2.36877065	1.846153846			0	
Fblim1	1.13221048	7.06064104	1.846153846			0	
Nfkb1	0.06141085	0.18912376	1.846153846			0	
Prpf18	0.7295678	2.55321391	1.846153846			0	
Trim44	0.30943897	1.16954608	1.846153846			0	
Fam175b	0.36742733	2.26253448	1.843137255			0	
Txlna	0.45973284	0.67539245	1.843137255			0	
Gpr180	0.23560836	1.05383891	1.842105263			0	
Rnf216	0.74125601	9.84160545	1.841432225			0	
Aven	0.9678463	8.66170063	1.841269841			0	
Kifc5b	0.23443209	0.66856801	1.841269841			0	
Tbp	0.49263414	1.70618438	1.838383838			0	
Zfp1	0.73166183	19.0967925	1.838383838			0	
Bysl	1.29759827	3.30675566	1.836734694			0	
Bcam	0.77077157	149.4045532	1.833333333			0	
Tmco3	0.21095045	54.5887508	1.833333333			0	
Zfp27	0.3242881	71.23181975	1.833333333			0	
Zfp354c	0.02434177	0.11081025	1.833333333			0	
Pmm2	0.15902881	0.34910264	1.831501832			0	
Ly6e	0.35167124	1.48481008	1.829545455			0	
Rnf8	0.34626217	1.39563134	1.829545455			0	
B3galnt2	0.00695952	0.00399325	1.828125			0	
Pex3	4.26E-01	3.07E+02	1.828125			0	
Pbx2	0.0107164	0.04042629	1.827160494			0	
Fam168b	0.5516952	89.1458519	1.826923077			0	
Gnas	2.64243084	98.20372445	1.826923077			0	
Pck2	0.29607335	1.55401842	1.825396825			0	
Ctu2	0.49269228	6.12335104	1.824561404			0	
H1f0	0.30223422	1.3860804	1.824561404			0	
Ndor1	0.51926599	1.49660694	1.824561404			0	
H13	0.45971994	5.16615528	1.824242424			0	
Ino80d	1.61574776	2.38572526	1.824242424			0	
Slain2	0.56814122	34.04353309	1.824242424			0	
Rnf10	0.63083452	0.93881189	1.823529412			0	
Crbn	0.32779426	1.35744676	1.8225			0	
Esd	2.33284918	335.3400855	1.821428571			0	
Mlxip	0.05864217	0.18206454	1.821428571			0	
Pomgnt1	0.38456137	1.92287464	1.82			0	
Tmeff1	0.76640305	11.44290586	1.82			0	
Psmc3ip	0.5718408	0.99895738	1.818181818			0	
Zfp157	0.15342978	0.27910959	1.813186813			0	
Fancl	0.78100535	116.2320642	1.8125			0	
Ube4b	0.96034294	68.80595226	1.8125			0	
Ankra2	0.04516085	0.0982901	1.80952381			0	
Crtap	0.3703721	0.5006102	1.80952381			0	
Pccb	0.69757289	123.3155211	1.80952381			0	
Txndc12	1.19629971	117.8552341	1.80952381			0	
Gipc1	0.74560178	217.7649762	1.809230769			0	
Psmb10	0.25278907	3.2851424	1.809230769			0	
Farp1	0.29109356	66.86617215	1.806722689			0	
Cyb5r1	0.42183958	8.71645568	1.805555556			0	
Stx5a	0.18869609	1.86568787	1.805429864			0	
Dirc2	0.54661336	6.69418258	1.8046875			0	
Rchy1	0.65056626	15.5170695	1.804511278			0	
Nsl1	0.26238759	0.62234186	1.800511509			0	
Hk1	1.0677822	10.59983481	1.800505051			0	
Acot7	0.67073562	2.49579093	1.8			0	
Tes	0.48141795	0.86942041	1.8			0	
BC027231	0.14687392	0.27236417	1.795918367			0	
Csnk1g2	1.35165254	165.4479384	1.795918367			0	
9530068E07Rik	0.36842972	224.8942177	1.795138889			0	
Nudt22	0.36321847	2.49996115	1.794444444			0	
Trim2	0.32676225	18.12023657	1.794444444			0	
Akap10	0.93579309	151.2843043	1.793939394			0	
Golph3	1.03868623	0.96885715	1.792717087			0	
Glmn	0.23228854	0.52435261	1.792207792			0	
Mrpl9	1.16902243	76.4196733	1.791666667			0	
Ppp1r12c	1.09268209	55.45345967	1.791666667			0	
Nr2c2ap	0.56593935	1.05716927	1.791176471			0	
Hmga2	1.23971787	176.4627712	1.787878788			0	
Prdm4	0.83752623	37.25589423	1.786967419			0	
3110082I17Rik	0.4341161	1.55694554	1.786458333			0	
Jak1	0.25131329	1.13942872	1.785714286			0	
Cwf19l1	0.307791	1.27801749	1.784615385			0	
2610524H06Rik	0.49152667	1.36202232	1.783783784			0	
Tbrg4	1.75981551	3.61900487	1.783625731			0	
Pola2	1.49051942	3.78986275	1.782857143			0	
Fuca2	0.22619786	0.41650867	1.782608696			0	
R3hcc1	0.28798079	0.52928987	1.7825			0	
Stau1	0.97616724	2.79436089	1.7825			0	
Cenpt	1.29453559	5.49535267	1.781818182			0	
Myc	0.18311023	2.31139937	1.781818182			0	
Xrcc2	0.11697995	0.61265719	1.781818182			0	
Gtf3c6	0.91993406	17.94496458	1.78125			0	
Nr4a1	0.14497973	0.81205786	1.78125			0	
Pycard	0.19562692	0.41647705	1.78125			0	
Tspan14	0.18253854	0.51039349	1.78125			0	
Safb2	0.61774343	1.60960336	1.780748663			0	
Atp6v1d	0.7776926	1.54666403	1.777777778			0	
Mtmr3	0.36032436	0.95321714	1.777777778			0	
Polr3f	0.07746668	0.64565815	1.777777778			0	
Rpp40	0.26930407	0.84504325	1.777777778			0	
Safb	0.94306886	2.30749792	1.777777778			0	
Thoc1	0.80153216	2.26445682	1.777777778			0	
Tle4	0.42506583	0.32990891	1.777777778			0	
Plcg2	0.4619714	67.19531081	1.776397516			0	
Nxn	1.36414173	6.93914017	1.776041667			0	
Psmg2	1.35264454	3.00991903	1.775362319			0	
Ap4s1	0.20161044	2.16365506	1.775			0	
Scaf11	1.43553747	2.44074419	1.775			0	
Gclc	0.89594607	143.7670238	1.773333333			0	
Gpbp1	0.63113273	0.63963381	1.773333333			0	
Bzw1	2.15450262	10.34575235	1.772727273			0	
Trmt61a	0.33852107	0.19889418	1.772378517			0	
Mtss1	0.46898287	1.2385555	1.771604938			0	
Tmem201	1.5978142	2.23786632	1.769230769			0	
Ptdss2	0.71734531	2.87524507	1.764411028			0	
Trmt61b	0.15026088	0.86428552	1.761363636			0	
Ccdc50	0.585038	1.72691217	1.760233918			0	
1700025G04Rik	0.16219804	0.49269768	1.76			0	
Icmt	0.17892388	0.58312244	1.76			0	
Dnajc9	0.61879503	1.11868276	1.759398496			0	
Elmod3	0.24657893	2.90107793	1.759398496			0	
Ccdc107	0.79430194	146.2518463	1.75862069			0	
Rbpj	4.43344825	105.8775824	1.755555556			0	
Sin3b	0.31103494	1.40603838	1.755555556			0	
Slc6a6	2.14231477	13.35292604	1.755555556			0	
Deptor	0.81699477	1.92396018	1.755319149			0	
Tmem126b	0.70477551	16.79412053	1.755			0	
Ets2	0.10493553	0.30596178	1.754385965			0	
Zfp639	0.1758753	0.33082449	1.754385965			0	
Kdm4a	0.28175242	0.21693707	1.752631579			0	
Gorasp2	1.30301388	3.67065265	1.752066116			0	
Ubqln1	1.29198285	3.99228052	1.75			0	
Tsc22d4	0.38932867	6.79295338	1.746031746			0	
Atpaf2	2.22E-01	2.00E+01	1.741666667			0	
Hook2	0.70884255	0.78533538	1.741666667			0	
Crk	0.40531457	0.69798862	1.741071429			0	
Xpo1	0.85318519	0.94661628	1.740740741			0	
Chn1	0.12973184	0.34176698	1.74			0	
Vps13a	0.48150771	69.4625822	1.739130435			0	
Ykt6	0.31495777	0.77089133	1.739130435			0	
Cdk7	1.4693135	261.4096747	1.738095238			0	
Cdr2	0.01298897	0.04325425	1.738095238			0	
Naa50	0.7735875	0.93465852	1.738095238			0	
Trip13	0.5968457	2.86059689	1.736842105			0	
Ankrd54	0.13588429	1.95614935	1.735294118			0	
Ctnnd1	0.15967894	1.45836948	1.735294118			0	
Pcnt	0.92578571	1.60363546	1.735294118			0	
Ptov1	0.8483166	1.02884024	1.735294118			0	
Ctdp1	1.28039324	229.5855612	1.733333333			0	
Vcpip1	0.39380314	13.43621443	1.733333333			0	
Gtf3c5	0.634158	0.56140778	1.7325			0	
Sdccag3	0.49906261	9.41507514	1.7325			0	
Mocs2	0.45342434	1.10605116	1.732193732			0	
Mrpl36	2.63278006	361.3240336	1.728395062			0	
Evl	0.28003218	1.3708706	1.728			0	
Ptk2	0.43766596	0.84888259	1.727272727			0	
Rfc2	1.22939689	2.49689794	1.727272727			0	
Gcdh	1.22666463	167.6592728	1.725490196			0	
Ndufs2	0.48790786	0.68604011	1.725490196			0	
Zfp609	0.21219182	0.73531577	1.725490196			0	
Eif4g2	0.26309627	0.99843792	1.725			0	
Syngr1	1.02962177	2.56786005	1.725			0	
Carm1	0.27980252	0.86846643	1.722689076			0	
Upf1	0.08443332	0.08516739	1.722689076			0	
Gapvd1	0.60324038	2.58602816	1.720588235			0	
Mad1l1	0.58181083	2.38629241	1.720588235			0	
Dhx40	1.70689326	348.4796529	1.72			0	
Isy1	1.12442538	197.1301101	1.719298246			0	
Asf1b	1.10534599	10.19453982	1.717171717			0	
Tln2	0.93298007	7.80269876	1.715686275			0	
Ahdc1	0.25426796	1.37431544	1.714285714			0	
Siva1	1.25984125	37.42503621	1.714285714			0	
Zc3h15	0.40477319	0.33764481	1.714285714			0	
Ubac2	1.50470588	2.43659414	1.713286713			0	
Armc8	0.07066049	0.27412796	1.710743802			0	
Pdcd11	0.98980992	1.67395819	1.710743802			0	
Nsmaf	0.51867973	2.30210539	1.708994709			0	
Ythdf1	0.45238231	4.102635	1.708994709			0	
Egln2	0.75081883	0.81665445	1.708333333			0	
Cdk13	0.15725353	0.19932658	1.705882353			0	
Ercc3	0.41802517	1.90716861	1.705882353			0	
Hbegf	0.38395774	2.86674608	1.704260652			0	
Brd1	0.15419138	0.58386093	1.703296703			0	
Madd	0.00222034	0.00354876	1.703296703			0	
Msra	0.03013656	0.08055281	1.703296703			0	
Eri3	1.13910981	5.96856796	1.702380952			0	
Ccdc115	0.82417314	2.21102075	1.701149425			0	
Arl2bp	0.72583553	43.60929319	1.700767263			0	
Mtif2	0.14685554	0.17920543	1.700767263			0	
Snapin	0.31420242	0.39738163	1.700767263			0	
Fbxo28	0.36744703	0.67262637	1.7			0	
Jmjd1c	0.43085751	0.66607727	1.7			0	
Mrps30	1.89815987	364.0641498	1.7			0	
Psmd9	0.22676872	0.32681398	1.7			0	
Thoc3	0.88701088	1.00299828	1.7			0	
Cox6b2	1.04948321	3.74081686	1.697612732			0	
Me2	1.6348534	11.25577862	1.696153846			0	
Mrpl51	1.34483026	74.53283928	1.696153846			0	
Baz2b	0.21220321	0.53822777	1.695833333			0	
Arl8b	0.68799829	0.99524497	1.695652174			0	
Dnajc13	0.3337643	0.80267722	1.695652174			0	
Rpp14	0.46022881	1.382857	1.695652174			0	
Traf7	0.2068115	0.27924358	1.695652174			0	
Wibg	0.5082774	0.66940536	1.694117647			0	
Pigk	0.12295222	0.26092151	1.693548387			0	
Phc1	1.86602185	13.17014822	1.688311688			0	
Arl4a	0.59507164	7.53597327	1.6875			0	
Cmtm6	0.40031814	1.66981038	1.6875			0	
Polr2k	0.33559237	2.8213029	1.6875			0	
Rfc4	1.15619345	14.71587628	1.685714286			0	
Sfxn1	0.83477723	1.33970584	1.685714286			0	
Commd8	1.66494326	92.52119558	1.682539683			0	
Zfp451	0.28639538	2.61249788	1.682352941			0	
Ssx2ip	0.45810647	2.44541122	1.681318681			0	
Med7	0.63618626	2.50334004	1.68			0	
Lamc2	0.22951987	67.30473879	1.679012346			0	
Nagpa	0.33835598	5.3344829	1.678571429			0	
Ppil4	0.17670476	0.21715873	1.677419355			0	
Cand2	0.25285281	4.26568902	1.677018634			0	
Fignl1	0.83599647	4.44234814	1.677018634			0	
Btf3	0.26957474	0.36528653	1.674641148			0	
Atg7	0.58728753	57.33105658	1.67251462			0	
Scaf8	0.11053041	0.1824852	1.670454545			0	
Smpd2	0.20342571	0.63026537	1.670454545			0	
Strn4	1.05168268	282.6775537	1.669135802			0	
Taf11	0.61553798	5.92996288	1.669135802			0	
Kti12	0.46967646	3.28506349	1.668449198			0	
Ndel1	0.44064199	1.49633955	1.668449198			0	
Emp2	0.59324443	33.35104643	1.666666667			0	
Gtf2h5	1.15032663	5.31485081	1.666666667			0	
Ipo4	0.45115082	1.08652228	1.666666667			0	
Mccc1	0.76075174	160.9116913	1.666666667			0	
Mthfr	0.64969868	1.34489681	1.666666667			0	
Nr2c1	0.26445688	8.88280012	1.666666667			0	
Pltp	0.50814366	1.56804776	1.666666667			0	
Rpl15	0.43008421	0.78491909	1.666666667			0	
Suclg2	0.88244732	14.99886365	1.666666667			0	
Thoc5	1.57749689	5.74415116	1.666666667			0	
Uqcrc2	3.83565725	580.2636458	1.666666667			0	
Wnk1	0.40462471	1.72684842	1.666666667			0	
Dhcr7	0.41585247	1.314058	1.66507177			0	
Lrrfip1	1.54E-01	9.72E+01	1.66507177			0	
Nsun5	0.71348112	118.3681636	1.66507177			0	
Nup85	0.70219953	2.15400176	1.66507177			0	
Rdm1	0.38380867	0.39779367	1.660714286			0	
Otub1	1.30159952	3.80950343	1.659090909			0	
Kif21a	0.17589141	0.98346571	1.657894737			0	
Mnat1	0.27263048	1.17853153	1.657289003			0	
Asb6	0.15224556	0.05471328	1.657142857			0	
Fbxw11	0.23713694	0.28508543	1.656410256			0	
B4galt6	1.37385615	2.30057248	1.655172414			0	
Mrps26	0.31481571	1.851709	1.651282051			0	
Btbd9	0.38734473	3.3999537	1.650793651			0	
Zfp593	0.37931871	0.49508638	1.650793651			0	
Pvrl3	0.44707339	0.56940823	1.650717703			0	
Dusp11	0.53470023	1.50247801	1.65			0	
Pdxdc1	0.6320738	1.31445571	1.65			0	
Tfpi	0.1642112	0.26522795	1.65			0	
Wdr37	0.3384714	2.1670901	1.65			0	
Dhrs11	0.31531629	66.87658134	1.647058824			0	
Med22	0.65557912	6.15944673	1.647058824			0	
Metrn	0.15325082	0.47118634	1.647058824			0	
Rpp21	0.78028132	1.47386657	1.647058824			0	
Smad4	0.19285322	1.13365594	1.647058824			0	
Acd	0.06723852	0.07121214	1.64691358			0	
Dnajc19	1.18555264	2.34507069	1.645833333			0	
Gm4013	0.01443841	0.08122852	1.645833333			0	
Tnfrsf12a	0.05795791	1.5385102	1.645833333			0	
Hadh	0.20944785	0.04121535	1.644268775			0	
S100a10	0.82360141	3.51400282	1.643478261			0	
Atxn2l	0.51963058	1.1555893	1.642857143			0	
Khdrbs1	0.2294276	0.26303751	1.642857143			0	
Setd5	0.62571359	1.85406149	1.642857143			0	
9030624J02Rik	1.33083489	6.27776175	1.641269841			0	
Crocc	0.22399112	1.79756913	1.641269841			0	
Cox5b	2.38544122	67.11288069	1.64			0	
Git1	0.25582564	2.33806683	1.639285714			0	
Ranbp3	0.73915835	1.15771718	1.639285714			0	
Zxdc	0.08587091	0.15133111	1.639285714			0	
Ank3	0.79555598	126.1570037	1.638020833			0	
Ski	0.44924117	1.45698177	1.638020833			0	
Fyco1	0.12898603	0.61599453	1.636363636			0	
Rapgef6	0.25819921	19.6222515	1.636363636			0	
Ganab	0.44345071	0.35597516	1.633333333			0	
Prpf4b	0.158258	0.19525613	1.633333333			0	
Rcc1	0.99587242	3.11578298	1.633333333			0	
Tmsb10	0.63330564	2.36810843	1.633333333			0	
Cat	1.24092122	3.75036572	1.632			0	
D3Ertd254e	0.77064731	73.11455415	1.631578947			0	
Sesn1	0.31601447	0.67151845	1.631578947			0	
Atxn7l3	0.08659409	0.09727415	1.628808864			0	
Vim	0.91821913	159.502816	1.628289474			0	
Sdc2	0.73153819	16.56285981	1.627565982			0	
Fam193b	0.65977543	14.8075022	1.624615385			0	
Daam1	0.63957426	71.5095196	1.62406015			0	
Lipa	0.05470737	0.78951978	1.622222222			0	
Ndufb5	0.32894468	0.35012814	1.621333333			0	
Kif23	0.65918529	14.85171667	1.620289855			0	
Upf3a	0.43711833	0.97992995	1.620289855			0	
Luc7l	1.13290611	34.44268753	1.619047619			0	
Morn2	0.24515514	1.25115295	1.619047619			0	
Pycrl	0.7469597	2.31353034	1.619047619			0	
Tpd52l2	1.05858248	5.71775869	1.619047619			0	
Zdhhc21	0.11622098	0.36185427	1.619047619			0	
Ctnnbl1	0.51180611	1.42806206	1.617647059			0	
Cib1	0.39260196	0.55442814	1.615625			0	
Rrnad1	0.13098709	0.24434711	1.615625			0	
Brd7	0.38295843	0.8362785	1.615384615			0	
Lrrc42	0.26287271	0.88921319	1.615384615			0	
Nampt	1.477043	7.39116953	1.615384615			0	
Snap47	0.47472224	6.29774655	1.615			0	
Cyb5b	1.87381443	46.36210187	1.612244898			0	
Stk17b	0.0166242	0.10430893	1.612244898			0	
Gas6	0.40631905	39.77237704	1.611842105			0	
Ttk	1.49678617	212.4947342	1.611842105			0	
Emp1	0.04211951	0.13601943	1.611111111			0	
Trmt5	0.22696996	1.4481935	1.610526316			0	
Saal1	0.65396836	3.32078872	1.608695652			0	
Gli2	0.24192346	0.48504959	1.607407407			0	
Fam193a	0.2567303	4.32588396	1.607142857			0	
Ino80	0.48734626	26.30841999	1.607142857			0	
Eif4a3	1.44406698	10.96973804	1.604166667			0	
Kdm2b	0.11300821	0.26251499	1.604166667			0	
Man2b1	1.59364188	420.208124	1.604166667			0	
Nfe2l2	1.59133548	211.8839902	1.604166667			0	
Pde5a	0.01041671	0.13192635	1.604166667			0	
Dmxl1	0.363357	0.99904749	1.600619195			0	
St3gal4	0.24493567	0.58011463	1.600619195			0	
Abce1	2.28316668	817.7021483	1.6			0	
Bcl7b	0.63115252	12.4196568	1.6			0	
Gar1	1.14952803	71.87733869	1.6			0	
Ric8	1.03079496	1.98301872	1.6			0	
Snapc3	0.57120536	6.88892593	1.599489796			0	
Utp20	0.62316334	1.40337791	1.596059113			0	
Foxm1	0.45527514	57.33830816	1.595679012			0	
Atxn3	0.32479177	0.96068984	1.594202899			0	
Ctr9	0.69507742	78.55571755	1.594202899			0	
Slc46a1	0.27659561	88.65851299	1.593984962			0	
Zfyve21	0.59924772	0.8656466	1.59375			0	
Wdr73	0.68865991	6.78289894	1.590588235			0	
Cnih4	0.20654305	0.43315711	1.588541667			0	
Eri1	0.30550646	0.85264021	1.588235294			0	
Stx3	1.17998509	59.40458116	1.588068182			0	
Clic1	0.65116659	1.26841513	1.587301587			0	
Diap1	0.3196797	1.02604774	1.587301587			0	
Mtr	0.51474321	0.69025888	1.586538462			0	
Tnks2	0.54528028	0.38752818	1.586538462			0	
Trim59	0.42027941	0.86141279	1.586538462			0	
Axin1	0.52802088	114.173994	1.583333333			0	
Mrpl24	0.2222544	0.23902969	1.583333333			0	
Rrp7a	0.53012904	2.03546134	1.583333333			0	
Taf6l	0.73628382	111.07986	1.583333333			0	
Tmem97	0.74014405	22.19323588	1.583333333			0	
Nol9	1.51008057	6.6487374	1.582417582			0	
Rbck1	0.21053609	1.48658741	1.581632653			0	
Bri3bp	1.06531754	4.10974148	1.581176471			0	
Mesdc1	0.27681905	0.41467057	1.581176471			0	
Arhgap19	0.29651051	41.62282761	1.578947368			0	
Chpf	0.32012583	0.9426634	1.578947368			0	
Foxk2	0.48720559	2.82738793	1.578947368			0	
Lemd2	0.39168115	3.07515015	1.578249337			0	
Pip5k1a	0.75195512	2.01239569	1.578249337			0	
Fam168a	0.47758224	3.07599168	1.576441103			0	
Ddx18	1.10139562	106.0854938	1.576086957			0	
Usp16	1.41604134	261.4703075	1.573426573			0	
Limk2	1.2204254	11.11497735	1.572192513			0	
Cenpm	2.11858201	32.07229559	1.571428571			0	
1700017B05Rik	0.16452737	0.48398912	1.57037037			0	
Dnajc24	0.11101645	0.38717495	1.57037037			0	
Prdm5	0.11475399	0.65783477	1.57037037			0	
Ccdc53	0.40942567	2.25494523	1.569411765			0	
Mrps18c	1.96786169	330.6629271	1.569230769			0	
Plin3	1.73943837	13.87107603	1.569230769			0	
Tk1	2.15840914	296.8509802	1.569230769			0	
Plod2	0.196792	0.77989225	1.566137566			0	
0610009O20Rik	0.23461501	0.11507038	1.564903846			0	
Fto	0.77496436	432.5156207	1.5625			0	
Gpatch8	0.37097863	0.51524411	1.5625			0	
1700001L05Rik	0.10064102	0.31745981	1.561983471			0	
Chrac1	0.76467382	16.25480292	1.560386473			0	
Tns3	0.81177643	116.7647178	1.560386473			0	
2810474O19Rik	2.41244343	25.01069547	1.56			0	
3110040N11Rik	0.54260834	2.12508991	1.56			0	
Arpc1b	1.77214218	19.88277094	1.56			0	
BC030867	0.92850239	10.73963663	1.56			0	
Nkiras2	0.5108411	4.11580578	1.56			0	
Snw1	0.98454743	1.26098193	1.56			0	
Dus4l	0.24698606	0.87865524	1.559782609			0	
Cep164	0.24964647	0.49266147	1.558823529			0	
Nup50	1.60190999	3.78449622	1.558823529			0	
Dctn3	0.89250123	2.29212588	1.558704453			0	
Slc25a20	0.68198477	1.49442001	1.558704453			0	
Klhdc4	0.89680289	1.10856215	1.557692308			0	
Tada2a	0.96578295	51.81654902	1.555555556			0	
Rad23b	0.59639661	0.43197562	1.553571429			0	
Med30	1.54286192	71.19241987	1.552941176			0	
Nrf1	0.84503649	9.61145028	1.552777778			0	
Zfp646	0.16454248	0.95510437	1.551515152			0	
Kcnq1ot1	0.03569323	0.22273493	1.548837209			0	
Rplp0	0.20692147	0.45055822	1.547619048			0	
Ptgr2	1.01984578	161.6219848	1.546910755			0	
Kras	0.4017225	0.58259769	1.545454545			0	
Prrc2b	1.27451124	1.8165003	1.545454545			0	
Rnf2	1.12407623	216.7110193	1.545454545			0	
Ubtf	1.01505438	1.64949744	1.545454545			0	
9430008C03Rik	0.5484448	1.60408869	1.544622426			0	
Ifnar1	0.98091725	229.2684493	1.544622426			0	
Sepw1	0.56981694	3.44838345	1.544622426			0	
Prr11	0.85036261	12.17703987	1.543981481			0	
Zmiz1	0.73243886	16.54765505	1.542857143			0	
Nuf2	0.68750316	115.6365259	1.538461538			0	
Sec24c	1.35556435	9.79304203	1.538461538			0	
Tubb6	0.951474	166.7488992	1.538461538			0	
Acadsb	0.36413985	0.70439363	1.538095238			0	
Cdc45	0.55001666	1.29688805	1.537757437			0	
Cars2	0.26738404	0.83371952	1.535353535			0	
Kpna3	0.17895439	0.21319165	1.535353535			0	
Mastl	0.32081828	1.02695174	1.535353535			0	
Nit1	0.29996187	0.98144675	1.535353535			0	
Ltv1	0.88316574	206.2587213	1.534759358			0	
Ppm1a	0.75548352	10.69939896	1.534090909			0	
Cbfb	0.98768137	2.84263659	1.533333333			0	
Hdlbp	0.89135465	1.13662394	1.533333333			0	
Raf1	0.54674873	1.93276993	1.533333333			0	
Slc7a1	0.75675345	2.22519553	1.533333333			0	
Chtf8	0.31830652	0.34755328	1.531764706			0	
Usp8	0.5745102	1.64538258	1.531764706			0	
Igfbp3	0.02069912	0.83460873	1.530864198			0	
Phlda3	0.76385501	45.62294486	1.530612245			0	
Sap30	0.63487936	0.79620428	1.530612245			0	
Epn2	1.11032135	77.93274356	1.53			0	
Fance	0.13522994	0.24548239	1.53			0	
Zfr	0.22029477	0.25256723	1.53			0	
Pms2	0.4451572	1.44211161	1.527777778			0	
Mllt11	0.46615483	73.81588552	1.527272727			0	
Troap	0.69409279	1.79642698	1.527272727			0	
Snx1	0.13383932	0.13570609	1.527093596			0	
Prpf3	0.71268338	38.47147054	1.526627219			0	
Anxa11	0.66499423	4.49404613	1.524064171			0	
Ap1s1	0.26672311	0.17110779	1.523809524			0	
Hbp1	0.25234867	0.20933228	1.523809524			0	
Pinx1	0.18009468	0.27684987	1.523809524			0	
Agrn	0.6545102	1.0909006	1.523076923			0	
Ascc1	0.34219261	29.38147216	1.523076923			0	
AI414108	0.12791637	0.7019745	1.518518519			0	
Klf3	1.73866452	272.3594489	1.518518519			0	
Fbxo6	0.40675294	1.76379623	1.517857143			0	
Zfp513	0.31817933	1.48930033	1.517857143			0	
Bst2	0.28262044	0.6444558	1.516129032			0	
Rbms1	0.85879537	132.2745252	1.515909091			0	
Chek1	0.9990395	54.64548813	1.512471655			0	
Anapc7	0.24976757	0.28042756	1.510297483			0	
Rabep1	0.24341182	0.44657996	1.510297483			0	
Tinf2	1.00440892	251.1055552	1.510297483			0	
Vps37a	0.80138635	4.80045861	1.510297483			0	
Polr3c	0.35843622	0.43691864	1.507936508			0	
Atad2b	0.4648332	1.91321116	1.507211538			0	
Pop5	1.06672804	26.53751456	1.505952381			0	
Tbc1d15	0.84377812	12.47054036	1.505952381			0	
Ccdc137	0.6605496	2.7358429	1.505882353			0	
Vamp8	6.25E-01	3.95E+02	1.50462963			0	
Bpnt1	0.3215186	0.30143817	1.5			0	
Chchd5	0.11513882	0.22685346	1.5			0	
Gtf3c4	0.64641998	2.26371522	1.5			0	
Mrpl10	1.54196854	286.4471313	1.5			0	
Msrb2	0.42204077	0.89654719	1.5			0	
Rala	1.23206148	6.39231935	1.5			0	
Rexo4	1.06686286	20.03927675	1.5			0	
Xpo7	0.47490835	0.94687641	1.5			0	
2610318N02Rik	0.17922051	0.84359958	1.49862259			0	
Scp2	0.51587293	2.05175811	1.496969697			0	
Ssbp3	1.23561764	4.2014394	1.489702517			0	
Kctd10	0.05833093	0.10274541	1.485714286			0	
Uckl1	0.44476921	50.69066072	1.485714286			0	
Pole2	0.25816716	0.34803444	1.482051282			0	
Eif1ad	0.72774524	1.68850433	1.480263158			0	
Rbm33	0.22699083	0.34310776	1.479545455			0	
Arid2	0.498071	1.25897419	1.478991597			0	
Chchd6	0.27203215	21.63827966	1.478991597			0	
P4ha1	5.25E-01	4.55E+02	1.477272727			0	
Slc37a3	0.34445122	1.3857004	1.476851852			0	
BC004004	0.32940783	1.00550114	1.476190476			0	
Os9	0.3970719	1.53623392	1.476190476			0	
Ecsit	0.85282916	4.89513963	1.475294118			0	
Ipp	0.00608827	0.01752218	1.475			0	
Pex12	0.15781524	1.20741174	1.474916388			0	
Tcf25	0.78678089	5.44288258	1.474916388			0	
S1pr2	0.23349535	14.31836725	1.474358974			0	
Sec24b	0.69335763	67.73536352	1.474285714			0	
Zfp407	0.30291232	4.21620045	1.474285714			0	
Fryl	0.30171505	1.3070839	1.472222222			0	
Ccdc61	0.27975989	1.45962215	1.471153846			0	
Cdk5rap2	1.17768004	4.54276669	1.470588235			0	
Cenpe	0.63966139	1.60100042	1.470588235			0	
Exoc3l	0.31591388	4.79923562	1.470588235			0	
Tmem222	1.84560914	9.91931645	1.470588235			0	
Uvrag	0.46048975	53.12536159	1.470588235			0	
Xpo6	0.46285513	0.60435574	1.470588235			0	
Lrwd1	1.90577464	122.8047393	1.466666667			0	
Sel1l	1.09196793	4.42716447	1.466666667			0	
Ing2	0.13018722	0.16895137	1.466165414			0	
Scrib	0.33992391	1.06647165	1.466165414			0	
Ubxn6	0.51230732	5.06137971	1.466165414			0	
Ccdc132	0.25251674	0.50043737	1.464530892			0	
Kin	0.51386242	2.27150407	1.464530892			0	
