Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Mat2b	0.98522837	155.5182049	2.725225225				
Mllt10	0.66213365	135.0975952	2.724053724				
Ddx58	0.33545264	4.01541276	2.723684211				
Tbc1d10a	0.62963449	8.5488626	2.72052904				
Iqsec1	0.33208843	3.77517909	2.718954248				
Gtpbp2	0.22427622	0.65423276	2.718367347				
Sec23b	0.63957169	2.02164879	2.717913521				
Pycr2	0.9207279	124.6155008	2.715174129				
Uhrf1bp1	0.33284028	22.11096257	2.713178295				
Tln2	0.91099877	160.9153119	2.708845209				
Zfp646	0.08788122	1.33807136	2.708333333				
Rfc3	0.19056528	1.37262351	2.707317073				
Sulf2	0.534132374	778.407663	2.702272727				
Edem3	0.28605838	0.87391681	2.7				
Gnpnat1	1.02042303	21.24458204	2.699443414				
Ctu2	0.34855923	5.88271406	2.698660714				
Nid2	0.34960055	74.60210735	2.698064516				
Esf1	0.49658625	2.33253685	2.697278912				
Kdm2a	0.13469353	2.33489803	2.696969697				
Usp16	1.05124399	52.88577905	2.696637427				
Abi1	1.42260196	133.178036	2.696428571				
Map2k5	0.34917085	3.45097754	2.692307692				
Ldlrap1	0.58366015	6.56307072	2.691919192				
Yme1l1	1.6168513	137.090021	2.691428571				
Paf1	0.72545146	180.7607089	2.69122807				
Adam19	1.10946207	202.9268068	2.689655172				
Cep290	0.61408575	135.8044771	2.68902439				
Parm1	0.85127554	60.13671086	2.68618267				
Gmps	0.51798623	42.32200869	2.684210526				
Zfp408	0.22487746	4.43255041	2.683397683				
Bbip1	1.09563735	281.8100737	2.683333333				
Gas8	0.17297452	0.41251505	2.683333333				
Gba	0.9512471	19.06948759	2.683333333				
Scfd2	0.26484732	15.89964932	2.683333333				
Set	0.30182828	0.55784468	2.682222222				
Letm1	0.62383444	14.84495763	2.681972789				
Tomm22	0.91862714	4.10057239	2.681681682				
Ttc3	0.66760218	5.30251867	2.68034188				
Rbm42	0.53922498	2.97121872	2.679734219				
Commd9	1.03552951	502.8189109	2.673796791				
Ubfd1	0.34125399	1.67582698	2.672511312				
Tpd52l1	0.15702424	32.4423483	2.671875				
Tnfaip8	0.01171489	0.06708133	2.671052632				
Abhd6	0.21600567	10.71140079	2.67003367				
Foxj3	0.03285554	0.18612171	2.67				
Cnot4	0.621419036	221.149387	2.668896321				
Herc2	0.37173145	2.0406213	2.668896321				
Kif1b	0.85973744	97.77113495	2.668817204				
1110032A03Rik	0.22650025	5.72973135	2.666666667				
Evl	0.45872203	5.51756755	2.666666667				
Fbxw11	0.45838062	2.49673518	2.666666667				
Srf	0.54112175	19.04796329	2.664109122				
Lemd2	0.46380444	2.05794106	2.664053751				
Trmt5	0.31823866	69.8923453	2.663888889				
Cd2ap	0.46608674	5.43966445	2.6628734				
Mtch1	2.03272994	31.12603671	2.662337662				
Ndufs4	1.61452959	190.3357214	2.662337662				
BC027231	0.4008069	2.22578041	2.661290323				
Atpaf2	0.52931511	105.0181978	2.66				
Cenpt	0.709410857	347.21253	2.659090909				
Pigt	0.74492139	7.13904456	2.65751634				
Wars	0.45139649	1.38795914	2.656750572				
Mfsd1	1.13679517	4.23846414	2.655				
Eed	0.57394809	7.74785209	2.654101996				
2810474O19Rik	0.544107749	246.923205	2.654064272				
Slc1a4	0.26763256	1.46273908	2.653401797				
1500012F01Rik	0.54382129	18.42020026	2.652222222				
Asnsd1	0.51603822	7.07428864	2.652222222				
Sfxn1	1.01039743	2.49624299	2.652138158				
Lzts2	0.18581039	0.51446355	2.651545036				
Skp2	0.29543549	1.10090219	2.650980392				
Srrd	0.09655498	0.46646848	2.65				
Atxn10	1.29688308	204.945617	2.648484848				
Ptcd2	0.46729417	100.2849232	2.648484848				
Dnajc19	0.98805559	3.1417031	2.647826087				
Uba3	1.38094643	6.2167051	2.647826087				
Nme7	0.50294358	23.875287	2.647058824				
Tspan9	0.32571089	0.89263505	2.647058824				
Ubtf	1.33169062	178.7393763	2.642228739				
Csnk1e	0.72118369	182.8636985	2.64				
Dpp7	0.36474739	43.0105497	2.639794168				
Tmem30a	1.42420668	66.21717287	2.637931034				
Sgpp1	0.1258458	0.76856671	2.636363636				
Asf1a	0.47239585	1.36573786	2.634551495				
Arhgef2	0.50744164	2.80837312	2.633986928				
Gorab	0.15238171	0.35604485	2.633173844				
Zfp719	0.279598104	184.283778	2.632575758				
Lpar6	0.52911583	157.8156769	2.630952381				
Ube2q1	0.19478924	1.31468621	2.628205128				
Man1a	0.48137755	71.92132392	2.626262626				
Ercc8	0.05997127	0.37733771	2.625555556				
Cgnl1	0.50947127	94.24598896	2.625				
Enah	0.33023355	1.15247473	2.625				
Tbpl1	0.4076805	1.50389508	2.625				
Peli1	0.22773531	2.12444501	2.623697917				
Pecr	0.15265798	0.98287159	2.623274162				
Uggt2	0.16428785	1.58248415	2.62295082				
Dtymk	0.65244161	2.63605357	2.622377622				
Gpatch1	0.13401372	15.64303569	2.621052632				
Tmem97	0.67116271	5.60795262	2.620606061				
Gpr124	0.34295197	2.09059919	2.62				
Ccdc59	0.63914021	1.85530853	2.619047619				
Dusp16	0.18072627	10.95183191	2.618768328				
Trim41	0.45540517	1.26773734	2.618135377				
Leo1	0.6889018	118.7037458	2.617777778				
Emp2	0.69926706	34.40927677	2.617209046				
Htatip2	0.58748427	62.88914262	2.617209046				
Fbxo36	0.17061787	1.77610511	2.617105263				
Zfp146	0.54626819	29.37927105	2.615047022				
Asb3	0.55456294	3.81732123	2.613636364				
Epn2	0.18028297	1.00941546	2.613333333				
Man2b1	1.28463301	38.59604986	2.611953613				
Hdgfrp2	0.518731414	248.328653	2.611204482				
Ftsj3	0.64864494	17.4474032	2.61				
Nop14	0.55378165	4.0920117	2.61				
Carkd	0.70406713	9.01329635	2.609756098				
Dync1i2	0.37084489	0.91740648	2.60899654				
Fam76a	0.24548515	2.53502276	2.606177606				
Ablim1	0.42703152	150.3821071	2.605263158				
Med30	0.77007005	178.6742989	2.605263158				
Tmem55b	1.86316107	187.0138776	2.604236343				
Gmpr2	0.72845295	23.20941464	2.603508772				
Nf2	0.67931296	78.7890515	2.601626016				
Prrg2	0.28883282	1.72362447	2.601010101				
Dus3l	0.41724344	149.1048471	2.599439776				
Wls	0.93599015	3.4248872	2.595176572				
Chrac1	0.39447937	1.58872825	2.592674806				
Zfml	0.13464755	5.12338697	2.59047619				
Mina	0.42862427	6.02493841	2.58978979				
D2Wsu81e	0.15471049	0.38411833	2.589583333				
Ankrd42	0.09694183	4.66507907	2.587412587				
Bcas2	1.27537807	26.22698576	2.587044534				
Kpna4	0.2796156	2.10503251	2.586805556				
Dcp2	0.50029997	25.43147805	2.586759582				
Usp39	0.814373678	417.938581	2.586666667				
Ccdc53	0.43544931	0.75150316	2.586585366				
Srsf9	0.94577409	180.3037186	2.585585586				
Ccdc55	0.51165471	1.69737162	2.585227273				
Foxp4	0.45300225	3.48665627	2.585227273				
Nmnat1	0.15855614	16.7960429	2.584615385				
Psmb10	0.29253277	1.4722934	2.584459459				
Pura	0.62940705	19.34968308	2.579945799				
Mrps25	0.5754326	1.60536613	2.578222778				
Gfod2	0.04925921	0.40379186	2.578125				
Arcn1	1.45306716	36.7665226	2.577942736				
Map4k4	1.02444553	6.83388468	2.577741408				
Mrpl24	0.22593805	1.7779656	2.577498033				
9130401M01Rik	0.47345688	1.83547234	2.576112412				
Kctd5	0.49439281	0.68920484	2.575994318				
Ppp5c	0.54850876	1.06049011	2.57544757				
AI462493	0.4090807	2.29446685	2.575384615				
Arih2	1.00117925	242.7056572	2.573913043				
Sun1	0.59337737	52.7658999	2.573129252				
Dars	0.37441399	2.73502148	2.57254902				
Srsf11	0.62362007	13.43724656	2.572418572				
Trim27	0.17791127	0.66421184	2.5722274				
Mat2a	0.45127345	2.35760089	2.571428571				
Ppp2r5b	1.26337898	131.349058	2.571428571				
Lhpp	0.27513643	2.18908677	2.570183086				
Tox4	0.55543691	1.36272797	2.569988802				
Rnmt	0.40125656	2.42397565	2.567708333				
Zcchc6	0.28823129	5.91418501	2.56505848				
Npat	0.29544346	2.76486999	2.564826701				
Ints10	0.60299968	56.61252398	2.564516129				
Mipep	0.48163025	81.98986392	2.564344005				
Xrcc1	0.19874069	2.57449489	2.564309764				
Stat6	1.06669746	47.75276532	2.562352941				
Capg	1.15946185	4.92870584	2.562091503				
S1pr2	0.21714306	0.47979411	2.561538462				
Myo18a	0.43347793	90.09449628	2.56097561				
Panx1	0.3950892	4.10356138	2.56097561				
Tmtc4	0.52620605	78.95349442	2.56097561				
Ylpm1	0.51003134	24.56836065	2.56097561				
Aplf	0.20114827	2.01850363	2.559782609				
Lrrfip1	0.98927279	4.31809892	2.559440559				
Ddah2	0.48407435	107.5224654	2.559368566				
Gtf2ird1	0.72324828	18.15916061	2.558666667				
Psmd8	1.07725781	2.44934837	2.558035714				
Nacc1	0.18162531	1.66477097	2.553321678				
Actl6a	0.90601621	7.78761604	2.552071669				
Ints2	0.51089052	5.14840032	2.552071669				
Wdr73	0.23049521	1.74810265	2.551260504				
Mta2	0.81616717	3.40786082	2.550915332				
Ankrd54	0.2881568	8.50938108	2.55				
Mvd	0.251753957	179.689985	2.55				
Selk	0.79069194	2.6901949	2.54985755				
Fdxr	0.11158052	1.50866353	2.546938776				
Atg16l1	0.26736778	0.77361645	2.546607832				
Ppp2r3c	0.325888	4.78408444	2.545454545				
Ppp6c	0.25698926	1.45468804	2.545454545				
Ppap2b	0.73624988	8.56809628	2.543252595				
Tns1	0.62406725	98.3283548	2.541871921				
Usp32	0.37101651	353.195594	2.539915966				
Mapk1ip1	0.24725911	2.67472337	2.53968254				
Nln	0.57633892	108.1023137	2.539390454				
Clip1	0.60390479	72.45447733	2.538829152				
Cox5b	2.92477772	347.0833884	2.538461538				
Slc25a15	0.67325832	112.5634195	2.536111111				
Rrs1	0.77152791	4.17531346	2.53515625				
Ncoa6	0.10132697	0.62027428	2.535014006				
D5Ertd579e	0.7562859	123.7276106	2.533926585				
Cyp4f13	0.442871	125.9385236	2.533333333				
Rnf145	0.42061031	2.63745489	2.532814238				
Plxna1	0.97732389	8.44079331	2.532467532				
Ccdc25	0.39980392	1.43344473	2.532222222				
Actr1b	1.06316506	78.37476047	2.53125				
Ndst2	0.55176387	142.460667	2.529069767				
Spryd3	0.06364856	0.15627477	2.528280543				
Clpp	1.38006417	47.65453983	2.527777778				
Nup133	0.2199841	1.03326247	2.527526132				
Rin3	0.351681921	272.758977	2.527027027				
Pqlc2	0.81880704	74.34244487	2.526287263				
Meaf6	0.25184114	82.30597001	2.525405405				
Dicer1	0.3371159	2.27335783	2.521419829				
Slc20a2	0.51464347	2.28962225	2.519031142				
Abce1	0.93717555	3.93144775	2.518939394				
Mmab	0.36565949	4.39231532	2.517482517				
Fbxo33	0.07372296	2.32397707	2.517006803				
Gpi1	1.71387234	255.2057907	2.517006803				
Mcfd2	1.18976465	46.02184533	2.517006803				
Nrbp1	1.79489341	254.5950015	2.515909091				
Pop5	0.3517717	1.07811379	2.513513514				
Ppcs	0.19455047	1.86221865	2.511764706				
Uck2	0.360918144	126.258136	2.509803922				
Bcat2	0.17225072	0.32265885	2.507638073				
Rnf4	0.43711255	0.82305186	2.507638073				
Imp4	0.84909597	18.0181409	2.506769826				
Rhbdf1	0.679527637	203.888369	2.505630631				
Chtf8	0.6117869	2.15446855	2.50377488				
Acads	0.57564704	2.1908926	2.5				
Ddx42	0.36564085	1.03076112	2.49936143				
Lig3	0.37565187	114.5107208	2.496413199				
A430005L14Rik	0.83607483	147.2356741	2.493882091				
Ociad2	0.17381412	1.92061111	2.492142266				
Usp30	0.34604814	171.2875309	2.492142266				
Smarcd3	0.35117559	1.32292255	2.49045281				
Fem1b	0.47513048	56.0686125	2.490384615				
Skap2	0.7547177	170.8356887	2.487080103				
Dctn1	0.93786461	17.38811015	2.486486486				
Nthl1	0.1525479	1.25580851	2.486095662				
Nt5dc2	0.91249165	70.97201692	2.485714286				
Sympk	0.878338909	645.78654	2.485106383				
Yars2	0.46578768	1.11030956	2.483974359				
Tbcc	1.06639697	115.7618988	2.483522727				
Hbp1	0.79395422	15.04385951	2.483130904				
Hgsnat	0.68106546	7.10554582	2.481818182				
Lonp2	0.77789025	158.3363049	2.480991736				
Parvb	0.6096189	2.6673022	2.478513357				
Eef1e1	0.80109307	23.03910281	2.477796053				
Fbxl18	0.30639827	43.78445761	2.477796053				
Rab31	0.72036453	34.22959796	2.477796053				
Pter	0.69315731	2.80731928	2.47759283				
Sec31a	1.45110054	176.7569363	2.477366255				
Rtkn	0.56503682	144.3773345	2.476584022				
Chchd1	1.47030762	108.9067097	2.476190476				
Capza2	1.94182692	228.6459059	2.475				
Ror2	0.53776003	3.86852053	2.473404255				
Dnajc2	0.3861967	2.02238977	2.472747497				
Atp5l	0.06332391	0.3242174	2.47172619				
Gtf2e2	0.61174811	76.89276436	2.471535983				
Cep250	0.35404757	1.43420164	2.470857143				
Pnp	1.38967419	328.4519109	2.469387755				
Snrnp40	0.83449068	290.1897564	2.4692904				
Daam1	0.38011797	49.38954565	2.467649468				
Fbxw2	0.18368956	0.80838172	2.466977467				
Polr3g	0.07535823	1.31966369	2.466666667				
Eif5	0.98625825	5.96776147	2.466403162				
Tyms	0.37232034	4.7371048	2.466307278				
Bop1	0.5014212	2.21328153	2.465367965				
Rab4a	0.74147785	73.37744986	2.465367965				
Uckl1	0.54731673	10.59004536	2.465034965				
Dab2ip	0.57086598	2.90481883	2.463768116				
Plaa	1.23420739	70.11445379	2.463247863				
5730455P16Rik	0.18801362	1.74776256	2.462962963				
Lrrc42	0.6749898	124.062408	2.462637363				
Smarcad1	0.44221457	126.8438534	2.46163522				
Nudt22	0.45299494	142.9504625	2.458536585				
Smc6	0.83733633	39.47549155	2.458333333				
Gclm	0.71507544	106.9357066	2.457446809				
Clstn1	0.27836917	1.09565963	2.455710956				
Zfc3h1	0.37107013	6.90236578	2.455710956				
Ddx41	0.60436975	56.05267265	2.454799107				
Lap3	1.11235393	143.7810146	2.454545455				
Rpl15	0.48572653	4.00958801	2.454545455				
Fam43a	0.15530527	8.82580884	2.453252033				
Ephx1	0.82592087	1.68172622	2.451178451				
Nmt1	0.76436768	1.42591455	2.450980392				
Epb4.1	0.12205265	1.07048818	2.448				
Parn	0.527611271	588.540119	2.447324876				
Basp1	0.77485262	15.12507736	2.446428571				
Rnaseh2c	0.45502201	1.6536379	2.445680975				
Fat1	0.9706984	2.66297912	2.445652174				
Rsl1d1	1.33496394	21.66739218	2.445652174				
Prpf38b	0.73716877	11.98690652	2.445632799				
Fam98a	0.12423882	0.63326228	2.44537037				
Lin37	0.3534202	1.793191	2.444567627				
Ecsit	0.52082055	31.41607067	2.443438914				
Pogz	0.1555486	0.70036768	2.442105263				
Xpnpep1	1.05620777	3.63010946	2.441176471				
Cdc42ep4	0.8030147	131.9849821	2.440677966				
Zfp664	0.552066	84.19370992	2.440677966				
Fxr2	1.33501554	169.0361054	2.44				
Wnk1	0.51920162	6.06804963	2.439258312				
Pitpna	0.87565618	4.97419344	2.438423645				
Zfp277	0.48488514	210.960684	2.4375				
Synj2bp	0.74051042	157.4311464	2.436090226				
Appl2	0.2931202	2.83967985	2.434782609				
Hk2	0.47246101	6.67511534	2.43315508				
Spred1	0.23676215	2.40858663	2.431034483				
2410015M20Rik	1.66514049	7.08667875	2.428571429				
C230052I12Rik	0.60012036	75.3208555	2.428051002				
Add1	1.26036766	253.3243446	2.427389706				
Mad2l1bp	0.32219452	2.30318357	2.42712671				
Fam49b	0.4390639	162.0356904	2.425862069				
BC003965	0.6387078	103.1300797	2.425531915				
Pbx1	0.69928854	29.97607891	2.425438596				
Rsrc1	0.28359593	1.99138807	2.425071225				
Ubxn8	0.31488731	4.16263093	2.424844016				
Hnrnph1	0.59956283	14.8573146	2.424338624				
Ssbp2	0.23027458	1.51581285	2.422222222				
Ncor2	0.56701945	40.49600695	2.42183908				
Nit1	0.3068105	1.40161526	2.421176471				
Rbm7	0.68968894	64.87376441	2.420987654				
Ranbp2	0.24570732	0.88968988	2.42				
Rbbp8	0.457217246	558.930186	2.42				
Casp6	0.86307189	27.83508854	2.41991342				
Ppp1r9b	0.65687271	119.0603777	2.419354839				
Slc3a2	1.49731722	227.4542344	2.418300654				
Arhgap29	0.85175956	5.95702845	2.415254237				
Mcl1	0.44628638	3.60975074	2.414736842				
Nfya	0.46942092	16.13030255	2.414634146				
Mrps2	0.552371374	371.77686	2.413984462				
Dhdds	0.72660628	29.57721656	2.413903743				
Smek1	0.35027757	47.03719482	2.413105413				
Plekha2	0.62813537	82.25954543	2.412765957				
Aip	0.57354309	2.64428219	2.412563667				
Rrnad1	0.2367338	35.34574414	2.410909091				
Nsf	0.66574283	2.20402893	2.41025641				
Tspan17	0.48330089	1.93621476	2.408783784				
Arl4a	0.08787502	0.34980942	2.407969639				
Lias	0.3903479	1.31235808	2.4078125				
Rbbp9	0.30099513	0.73675318	2.407525172				
Mrps16	1.46460669	15.95518578	2.406417112				
Heatr6	0.91980954	240.6610565	2.405844156				
Pno1	0.66864138	2.64656763	2.404232804				
Ptp4a3	0.61315712	11.29439092	2.403846154				
Pctp	0.21802361	2.13063603	2.401985112				
Cdc73	0.32259857	6.22507539	2.400820793				
Poli	0.19916032	3.57340066	2.400682012				
Eif3f	1.17755138	223.0784393	2.4				
Sgta	1.17312775	99.2103524	2.4				
Noc4l	0.72514931	110.2378455	2.399065906				
Klhl26	0.77787098	22.21737704	2.398809524				
Gmppa	1.38801214	17.32679985	2.398611111				
Vti1a	0.19929767	1.556299	2.397301349				
Nfkb1	0.27204166	84.44870314	2.396527778				
Pofut2	1.44427569	28.95666214	2.395073892				
Pum1	0.50577756	121.2107453	2.393678161				
Hnrnpul2	0.61887454	27.67148846	2.392857143				
Cdc40	0.20062653	1.43342352	2.392241379				
Slmo2	1.1356463	137.1969888	2.392241379				
Snx8	0.26593224	2.99271404	2.391463415				
Xrcc4	0.29773225	75.98473648	2.390625				
Tdp2	0.7153182	28.33866115	2.389147287				
Sdc2	1.06873379	1.61473058	2.387799564				
Mrps30	1.14068396	9.58160276	2.387096774				
Ankrd13a	1.10356501	181.1036556	2.386611313				
Rilpl1	0.49457416	18.52229204	2.386185243				
Aldh1b1	0.0146659	0.07069485	2.385093168				
Srp68	0.79158998	1.93761708	2.384370016				
Zcchc10	0.51743002	64.69825769	2.381756757				
Nudcd2	1.35521564	282.8292642	2.378516624				
Dph5	0.39212572	4.99552748	2.377846154				
Mrpl45	0.97334099	10.55877024	2.377708978				
Nhp2	1.19458692	195.7470998	2.376731302				
Srp19	0.81048872	3.84022726	2.376689189				
Upf3a	0.44543419	0.86963249	2.376666667				
Adam23	0.43354275	153.9777918	2.376623377				
Dhrs11	0.20569348	18.57853409	2.376623377				
Mrpl50	0.58273623	3.52011271	2.375				
Pgs1	0.30150755	0.54291669	2.37415672				
Gdap2	0.58516272	326.1707625	2.373573574				
Banp	0.15716103	0.72365721	2.373015873				
Nnmt	0.6907132	5.0869479	2.373015873				
Slc39a6	1.00009017	162.3908934	2.37254902				
Ppp4r1	0.90907526	24.18780874	2.372486772				
Acadsb	1.13289743	16.10051551	2.372272144				
Gcdh	0.48901866	3.46276445	2.371059432				
Xbp1	1.4227651	14.03768658	2.37037037				
Ndnl2	0.46967745	14.20157209	2.369230769				
Tra2a	1.23400199	133.4670231	2.369230769				
Tnip1	0.68177056	10.47869181	2.368770764				
Tsen15	0.33514352	43.94389573	2.368770764				
Bms1	0.55349379	2.59997196	2.368085106				
Grhpr	0.59487083	15.08336448	2.367391304				
Rbbp6	0.2797505	1.08339839	2.367357788				
Aldh16a1	0.197971301	133.664598	2.365				
Cep350	0.21161438	1.01110591	2.364864865				
Polr3h	0.59790562	3.22237126	2.364864865				
Myh10	1.06809884	312.6846253	2.36423445				
Tprgl	1.11794222	165.7593322	2.363076923				
Arf6	0.94540871	109.9383048	2.361904762				
H1f0	0.36292786	10.03047342	2.360890302				
Fig4	0.28786736	13.53761767	2.360119048				
Ski	0.52366479	2.13330078	2.358572201				
Rpp14	0.6172767	28.57338943	2.357894737				
Traf7	0.69160685	140.918983	2.357550597				
Cnot2	0.30908932	2.95026205	2.356725146				
Fam103a1	0.87709125	147.6036443	2.356725146				
Zfp622	0.30028045	1.28369539	2.355555556				
Poc5	0.15271754	0.6092411	2.354978355				
Gnai3	1.05870331	19.90039372	2.353846154				
Ptdss2	0.21759775	3.69716887	2.352941176				
Evi5	0.15849241	0.3233701	2.352826511				
Ctnnd1	0.27085678	0.65839824	2.352380952				
AU040320	0.53442098	9.6670381	2.351449275				
Pgpep1	0.71170709	91.70809218	2.350104822				
Usp15	0.60123989	3.4401026	2.349845201				
Atxn7l3	0.1816471	1.41486953	2.349462366				
Alkbh2	0.44023168	123.9496089	2.348837209				
Fbxl6	0.10095583	0.36153647	2.346153846				
Suclg2	0.40189738	1.51181214	2.346109175				
Dcps	0.36183956	5.15152626	2.344846491				
Mfn1	0.51210706	6.26702075	2.344789357				
Rcbtb1	0.73032499	89.21703493	2.344789357				
Trmt1	0.61682952	2.69661713	2.344537815				
Asxl1	0.76496102	139.3007776	2.34375				
Sbds	0.7423053	4.05426211	2.343434343				
Ift172	0.03992566	0.23834637	2.342857143				
Cdc42ep5	0.22931532	4.89385469	2.342465753				
Ppt1	0.87527351	40.78881675	2.342071611				
Zfp213	0.19247604	3.42070143	2.341071429				
Zdhhc5	0.40120203	63.37537017	2.33974359				
Pygb	0.75303358	124.569319	2.338877339				
Psmd12	1.37410774	297.6261034	2.338709677				
Vegfb	0.34910588	2.19194012	2.338636364				
Cacybp	1.11707538	33.02820504	2.338536585				
Bag3	0.68537091	7.14680822	2.3375				
Atf6b	0.24470861	6.57736992	2.336898396				
Fads1	0.58908473	1.33802106	2.336507937				
Mtmr14	0.16772115	0.51948841	2.335917313				
Alg1	1.2846179	35.96601233	2.334991708				
Srsf2	0.76182868	9.47668614	2.334263393				
Eif3m	0.51249831	1.68722783	2.333333333				
Gnb4	0.25851516	0.7899851	2.333333333				
Ikbkb	0.81150354	8.5530818	2.333333333				
Klf7	0.2627998	1.420949	2.333333333				
Ncdn	0.6770829	232.3738937	2.333333333				
Timm22	0.73444481	1.50090362	2.333333333				
Macf1	0.16332874	1.01650434	2.331983806				
Pstk	0.5624569	7.55192743	2.331428571				
Fam32a	0.23218749	0.35832049	2.330561331				
Ecd	0.89668843	12.33596917	2.330188679				
Tdp1	0.54699688	3.24454024	2.328042328				
Anxa11	0.24040344	1.24182537	2.327586207				
Smad3	0.65369887	125.7043557	2.327272727				
Col4a3bp	0.40585971	4.18774182	2.324127907				
Taf1d	0.49938427	2.73273944	2.323636364				
Rpap1	0.18920878	2.53689609	2.323170732				
Nbas	0.45954481	2.4793718	2.322222222				
BC017643	0.6017099	4.06841622	2.322169059				
Sec11a	0.59663867	2.85159647	2.32208238				
Zfp445	0.4412123	2.66659308	2.32208238				
Glce	0.4030815	101.5122687	2.321895425				
Cat	1.07531066	26.430705	2.321428571				
Ppp2r5e	0.28102544	1.37245079	2.320924262				
Inf2	0.55499256	2.63287528	2.318548387				
Clk3	0.46816938	1.8409458	2.318367347				
Kidins220	0.54969486	51.82076897	2.318367347				
Xkr8	0.28145295	2.01020209	2.318181818				
Nup37	0.61807518	99.84857476	2.318157182				
Nol11	0.58333538	33.59318367	2.318059299				
Psmg1	0.9160395	215.9140437	2.318059299				
Them4	0.36621843	11.94942946	2.31796875				
Tmem9	0.84477029	5.50533439	2.317241379				
Rwdd1	0.47384914	1.10996827	2.317185698				
Prrc2c	0.65829235	47.59150685	2.317073171				
Vrk2	0.19907122	62.6200476	2.316666667				
Pkd1	0.33169328	2.11845785	2.316636852				
Tstd2	0.23433834	3.07697739	2.316176471				
Haus2	0.62530937	43.57773148	2.314814815				
Mtus1	0.2387766	170.105037	2.314516129				
Slc6a6	1.20244287	417.183036	2.313479624				
Ino80d	0.66510468	107.0084764	2.313142239				
5031439G07Rik	0.47949172	88.14938675	2.3125				
Uso1	1.12457712	5.52142869	2.312373225				
Dpcd	0.97155615	216.5452414	2.311888112				
Copz2	1.82075144	19.9161039	2.31147541				
Ddx19a	0.23327083	5.12303201	2.311270125				
Paip2b	0.44653174	93.09850667	2.311111111				
Sec16a	0.40951751	4.29686418	2.310810811				
Map1lc3a	0.87216507	14.37465426	2.310697674				
Ola1	0.38857718	2.16421243	2.30972389				
Usp46	0.44509667	111.8652432	2.309682188				
Nsmce4a	0.47010685	19.68295191	2.309183673				
Tiprl	0.66770912	1.43317094	2.309041835				
Lrpprc	0.56590306	50.00934086	2.308943089				
Polr3e	0.53969019	128.8299169	2.307692308				
Prdm4	0.47619669	57.53080694	2.307692308				
1110004E09Rik	0.10232433	0.41370676	2.307210031				
Lrwd1	0.21303452	0.96189696	2.306878307				
Znhit3	0.42567316	5.12422622	2.305900621				
Polr2j	1.10043638	5.6558039	2.305039788				
Ss18	0.51837737	2.10961461	2.304964539				
Slc37a3	0.53264126	1.41678224	2.304437564				
Stox2	0.17797593	1.53019627	2.302325581				
Rbm26	0.13485422	0.6205946	2.301923077				
Prdm5	0.38135902	32.94535344	2.300167224				
Gclc	0.60716121	110.0855718	2.3				
Rad50	0.42348605	2.86368416	2.3				
Elmod3	0.1241776	0.79515349	2.299047619				
Plcb3	0.4744908	3.2225769	2.297297297				
Myc	0.36036925	4.6021491	2.296296296				
Dcaf4	0.02155774	0.02663287	2.296				
Vps13a	0.41433587	66.10422273	2.294001318				
Tcerg1	0.25598211	0.8031161	2.293882979				
Mxra7	0.32671058	1.39346682	2.292806484				
Strada	0.24575205	31.76011672	2.292307692				
Pfdn5	0.3836983	1.94669682	2.291825821				
Naa40	0.3723145	39.86320633	2.291729323				
Efhd2	0.83512148	32.89688584	2.29047619				
Mycbp2	0.68528351	7.62502598	2.289473684				
Smpd2	0.21346453	2.19647913	2.288288288				
Cdadc1	0.13879086	3.91486905	2.287037037				
Kdm1a	0.22674322	2.33298429	2.287037037				
Slc19a1	0.58033596	13.82996786	2.286320255				
Cttnbp2nl	0.24204932	7.05392351	2.281862745				
Ankrd27	0.67915645	48.8757065	2.281481481				
2810408M09Rik	0.40516427	2.35790227	2.280991736				
Pum2	0.16208767	0.94731753	2.28				
Rlf	0.4410118	1.71093204	2.27979798				
Fance	0.30048721	19.77607248	2.279693487				
Rae1	0.61650474	1.72265472	2.279069767				
Uba2	0.97882379	14.66825107	2.279069767				
Tcirg1	0.132224	1.62638784	2.278787879				
Klf10	0.50713724	29.42883152	2.275541796				
Tmeff1	0.25144306	0.62068855	2.274131274				
Tmem184b	0.97311646	7.10869388	2.273870783				
Rogdi	0.56716053	4.54270475	2.273385013				
Lpl	0.10111911	1.13985801	2.272959184				
Metap2	1.03515303	5.11304467	2.272727273				
Phtf2	0.26207077	3.14190492	2.272727273				
Smc5	0.59180007	1.51207251	2.272727273				
Xylt2	0.4564861	86.6803077	2.272727273				
Scrn1	0.39844678	2.58387832	2.271529889				
Cops4	1.36111194	166.2757683	2.271264368				
9430008C03Rik	0.4705258	55.488426	2.270871985				
Cdc123	1.07657604	21.51078338	2.270769231				
Fkbp11	0.56247233	1.48943563	2.26984127				
Morc2a	0.3430556	104.3383944	2.26875				
Rnf11	1.39749683	104.8333434	2.268292683				
Ostm1	0.99763994	328.8456635	2.268053856				
Ttc12	0.24984541	1.19297741	2.267857143				
Cstf3	0.6128334	71.69832564	2.26754386				
Eid2b	0.10030565	0.58912079	2.266666667				
Tollip	0.64690858	46.81857871	2.257142857				
Pnpla6	0.33254047	4.84462295	2.256823821				
Rdh14	0.39226816	4.01625077	2.256410256				
Dhx32	0.38731891	1.17504039	2.255102041				
Ldlr	0.669355386	271.296281	2.252671276				
